Unnamed: 0,CampaignId,TimePeriod,Revenue,Spend,Clicks,Impressions,Conversions,CampaignType,DailyBudget,CampaignName
2221,570837622,2026-03-08,0.0,0.0,0,19,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
2115,570837620,2026-03-08,0.0,20.33,21,2431,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_14
1837,570837616,2026-03-08,0.0,0.0,0,0,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_10
1602,570837612,2026-03-08,0.0,20.37,12,1354,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_06
2034,570837619,2026-03-08,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
2773,570837632,2026-03-08,0.0,0.15,3,18,0.0,Search,10.0,Search_TM_Campaign_06
1890,570837617,2026-03-08,0.0,0.0,0,7,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
1656,570837613,2026-03-08,0.0,0.0,0,28,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
2791,570837633,2026-03-08,0.0,0.0,0,82,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
2611,570837628,2026-03-08,0.0,0.33,2,18,0.0,Search,20.0,Search_NTM_Campaign_01
1107,570837607,2026-03-08,0.0,20.18,34,3969,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
1248,570837608,2026-03-08,0.0,0.0,0,13,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
1783,570837615,2026-03-08,0.0,20.44,16,1934,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_09
2420,570837625,2026-03-08,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
2366,570837624,2026-03-08,0.0,20.73,28,2414,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_18
1729,570837614,2026-03-08,0.0,0.0,0,29,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_08
1526,570837611,2026-03-08,0.0,0.0,0,12,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
1454,570837610,2026-03-08,0.0,0.76,6,97,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
1321,570837609,2026-03-08,0.0,0.0,0,17,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
1961,570837618,2026-03-08,0.0,0.0,0,2,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
2684,570837630,2026-03-08,0.0,5.34,1,474,0.0,Audience,20.0,Demand Gen_NTM_Campaign_01
2290,570837623,2026-03-08,0.0,0.0,0,32,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
2169,570837621,2026-03-08,0.0,20.55,18,1467,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_15
2719,570837631,2026-03-08,0.0,4.01,5,345,0.0,Audience,20.0,Demand Gen_NTM_Campaign_02
1730,570837614,2026-03-09,0.0,0.0,0,36,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_08
2170,570837621,2026-03-09,0.0,22.29,23,4725,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_15
1108,570837607,2026-03-09,0.0,20.57,25,4945,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
1891,570837617,2026-03-09,0.0,0.0,0,3,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
1838,570837616,2026-03-09,0.0,0.0,0,16,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_10
2222,570837622,2026-03-09,0.0,0.0,0,18,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
1249,570837608,2026-03-09,0.0,0.0,0,13,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
2421,570837625,2026-03-09,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
2367,570837624,2026-03-09,0.0,20.71,31,4015,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_18
1322,570837609,2026-03-09,0.0,0.0,0,223,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
1962,570837618,2026-03-09,0.0,0.0,0,3,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
2291,570837623,2026-03-09,0.0,0.0,0,38,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
1784,570837615,2026-03-09,0.0,20.56,17,4250,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_09
2116,570837620,2026-03-09,0.0,20.12,16,3069,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_14
2612,570837628,2026-03-09,0.0,0.07,1,19,0.0,Search,20.0,Search_NTM_Campaign_01
1603,570837612,2026-03-09,0.0,20.45,17,2475,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_06
2792,570837633,2026-03-09,0.0,0.13,2,195,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
2774,570837632,2026-03-09,0.0,0.15,3,10,0.0,Search,10.0,Search_TM_Campaign_06
1455,570837610,2026-03-09,0.0,0.07,1,59,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
1527,570837611,2026-03-09,0.0,0.0,0,48,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
2720,570837631,2026-03-09,0.0,17.32,26,4548,0.0,Audience,20.0,Demand Gen_NTM_Campaign_02
2035,570837619,2026-03-09,0.0,2.82,5,123,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
2685,570837630,2026-03-09,0.0,8.57,2,719,0.0,Audience,20.0,Demand Gen_NTM_Campaign_01
1657,570837613,2026-03-09,0.0,0.0,0,10,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
1109,570837607,2026-03-10,0.0,20.64,28,3514,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
2036,570837619,2026-03-10,0.0,1.31,6,56,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
2793,570837633,2026-03-10,0.0,0.17,4,244,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
1658,570837613,2026-03-10,0.0,0.0,0,5,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
2368,570837624,2026-03-10,0.0,0.0,0,76,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_18
2223,570837622,2026-03-10,0.0,0.0,0,35,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
2422,570837625,2026-03-10,0.0,0.0,0,3,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
1892,570837617,2026-03-10,0.0,0.0,0,2,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
1456,570837610,2026-03-10,0.0,0.12,2,52,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
1528,570837611,2026-03-10,0.0,0.32,1,93,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
1323,570837609,2026-03-10,0.0,0.0,0,85,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
1250,570837608,2026-03-10,0.0,0.0,0,7,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
1785,570837615,2026-03-10,0.0,1.6,2,475,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_09
2292,570837623,2026-03-10,0.0,0.0,0,20,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
2775,570837632,2026-03-10,0.0,0.05,1,3,0.0,Search,10.0,Search_TM_Campaign_06
1731,570837614,2026-03-10,0.0,0.0,0,0,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_08
2721,570837631,2026-03-10,0.0,18.15,3,105,0.0,Audience,20.0,Demand Gen_NTM_Campaign_02
1963,570837618,2026-03-10,0.0,0.05,1,15,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
2613,570837628,2026-03-10,0.0,0.42,8,45,0.0,Search,20.0,Search_NTM_Campaign_01
2117,570837620,2026-03-10,0.0,1.4900000000000002,3,949,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_14
2686,570837630,2026-03-10,0.0,15.05,2,11,0.0,Audience,20.0,Demand Gen_NTM_Campaign_01
1604,570837612,2026-03-10,0.0,2.65,3,279,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_06
2037,570837619,2026-03-11,0.0,0.0,0,8,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
1251,570837608,2026-03-11,0.0,0.06,1,2,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
1324,570837609,2026-03-11,0.0,0.0,0,9,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
1964,570837618,2026-03-11,0.0,0.03,1,7,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
1457,570837610,2026-03-11,0.0,0.15,2,37,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
1529,570837611,2026-03-11,0.0,0.14,1,20,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
1659,570837613,2026-03-11,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
2293,570837623,2026-03-11,0.0,0.0,0,15,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
2423,570837625,2026-03-11,0.0,0.04,1,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
1893,570837617,2026-03-11,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
2614,570837628,2026-03-11,0.0,0.32,4,34,0.0,Search,20.0,Search_NTM_Campaign_01
2776,570837632,2026-03-11,0.0,0.15,3,11,0.0,Search,10.0,Search_TM_Campaign_06
1110,570837607,2026-03-11,0.0,21.08,19,4260,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
2224,570837622,2026-03-11,0.0,0.0,0,15,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
2794,570837633,2026-03-11,0.0,0.03,1,130,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
1660,570837613,2026-03-12,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
1458,570837610,2026-03-12,0.0,0.02,1,8,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
1252,570837608,2026-03-12,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
2615,570837628,2026-03-12,0.0,0.16,2,23,0.0,Search,20.0,Search_NTM_Campaign_01
2294,570837623,2026-03-12,0.0,0.0,0,4,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
1530,570837611,2026-03-12,0.0,0.0,0,58,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
2795,570837633,2026-03-12,0.0,0.02,1,76,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
2225,570837622,2026-03-12,0.0,0.0,0,2,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
2038,570837619,2026-03-12,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
1894,570837617,2026-03-12,0.0,0.0,0,8,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
1325,570837609,2026-03-12,0.0,0.0,0,8,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
1965,570837618,2026-03-12,0.0,0.0,0,2,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
2424,570837625,2026-03-12,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
1111,570837607,2026-03-12,0.0,11.77,25,4684,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
2226,570837622,2026-03-13,0.0,0.0,0,7,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
1966,570837618,2026-03-13,0.0,0.05,1,6,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
2039,570837619,2026-03-13,0.0,11.15,9,231,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
1895,570837617,2026-03-13,0.0,0.0,0,6,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
2425,570837625,2026-03-13,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
1253,570837608,2026-03-13,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
1459,570837610,2026-03-13,0.0,0.0,0,20,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
1326,570837609,2026-03-13,0.0,0.0,0,6,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
2796,570837633,2026-03-13,0.0,0.0,0,90,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
1531,570837611,2026-03-13,0.0,0.0,0,54,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
2777,570837632,2026-03-13,0.0,0.0,0,1,0.0,Search,10.0,Search_TM_Campaign_06
1661,570837613,2026-03-13,0.0,0.0,0,2,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
1112,570837607,2026-03-13,0.0,9.7,26,3875,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
2616,570837628,2026-03-13,0.0,0.36,4,18,0.0,Search,20.0,Search_NTM_Campaign_01
2295,570837623,2026-03-13,0.0,0.0,0,18,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
2040,570837619,2026-03-14,0.0,3.1,3,208,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
2797,570837633,2026-03-14,0.0,0.0,0,16,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
1532,570837611,2026-03-14,0.0,0.0,0,36,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
1662,570837613,2026-03-14,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
2617,570837628,2026-03-14,0.0,0.15,3,13,0.0,Search,20.0,Search_NTM_Campaign_01
2296,570837623,2026-03-14,0.0,0.0,0,3,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
1113,570837607,2026-03-14,0.0,20.89,43,4645,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
2227,570837622,2026-03-14,0.0,0.0,0,5,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
1967,570837618,2026-03-14,0.0,0.0,0,7,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
1896,570837617,2026-03-14,0.0,0.0,0,20,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
1327,570837609,2026-03-14,0.0,0.02,1,6,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
1254,570837608,2026-03-14,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
2426,570837625,2026-03-14,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
1460,570837610,2026-03-14,0.0,0.17,3,37,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
2041,570837619,2026-03-15,0.0,2.34,5,57,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
1663,570837613,2026-03-15,0.0,0.0,0,4,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
1968,570837618,2026-03-15,0.0,0.0,0,4,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
1533,570837611,2026-03-15,0.0,0.0,0,27,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
1897,570837617,2026-03-15,0.0,0.0,0,31,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
1328,570837609,2026-03-15,0.0,0.05,1,19,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
1255,570837608,2026-03-15,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
1461,570837610,2026-03-15,0.0,0.0,0,14,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
2618,570837628,2026-03-15,0.0,0.27,5,34,0.0,Search,20.0,Search_NTM_Campaign_01
2228,570837622,2026-03-15,0.0,0.0,0,4,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
1114,570837607,2026-03-15,0.0,7.86,26,2122,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
2427,570837625,2026-03-15,0.0,0.0,0,2,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
2778,570837632,2026-03-15,0.0,0.05,1,2,0.0,Search,10.0,Search_TM_Campaign_06
2297,570837623,2026-03-15,0.0,0.0,0,2,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
2798,570837633,2026-03-15,0.0,0.0,0,22,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
1534,570837611,2026-03-16,0.0,0.0,0,7,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
2619,570837628,2026-03-16,0.0,0.35,4,39,0.0,Search,20.0,Search_NTM_Campaign_01
1664,570837613,2026-03-16,0.0,0.0,0,2,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
2298,570837623,2026-03-16,0.0,0.0,0,4,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
2428,570837625,2026-03-16,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
2799,570837633,2026-03-16,0.0,0.19,2,39,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
1898,570837617,2026-03-16,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
1329,570837609,2026-03-16,0.0,0.0,0,6,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
1256,570837608,2026-03-16,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
1462,570837610,2026-03-16,0.0,0.0,0,10,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
2779,570837632,2026-03-16,0.0,0.0,0,4,0.0,Search,10.0,Search_TM_Campaign_06
1115,570837607,2026-03-16,0.0,2.68,15,2767,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
2042,570837619,2026-03-16,0.0,37.13,26,817,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
2229,570837622,2026-03-16,0.0,0.0,0,3,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
1969,570837618,2026-03-16,0.0,0.0,0,5,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
1535,570837611,2026-03-17,0.0,0.0,0,7,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
2429,570837625,2026-03-17,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
1330,570837609,2026-03-17,0.0,0.0,0,6,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
1665,570837613,2026-03-17,0.0,0.03,1,8,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
2620,570837628,2026-03-17,0.0,0.22,4,29,0.0,Search,20.0,Search_NTM_Campaign_01
1116,570837607,2026-03-17,0.0,9.22,20,3307,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
1970,570837618,2026-03-17,0.0,0.0,0,3,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
2800,570837633,2026-03-17,0.0,0.13,1,22,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
2043,570837619,2026-03-17,0.0,27.31,24,411,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
1899,570837617,2026-03-17,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
1257,570837608,2026-03-17,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
2299,570837623,2026-03-17,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
2230,570837622,2026-03-17,0.0,0.0,0,7,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
1463,570837610,2026-03-17,0.0,0.08,4,18,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
1117,570837607,2026-03-18,0.0,3.75,18,1906,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
2430,570837625,2026-03-18,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
1971,570837618,2026-03-18,0.0,0.0,0,6,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
2231,570837622,2026-03-18,0.0,0.0,0,3,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
1331,570837609,2026-03-18,0.0,0.03,1,14,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
1666,570837613,2026-03-18,0.0,0.02,1,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
2621,570837628,2026-03-18,0.0,0.2,4,27,0.0,Search,20.0,Search_NTM_Campaign_01
1258,570837608,2026-03-18,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
1900,570837617,2026-03-18,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
1536,570837611,2026-03-18,0.0,0.0,0,14,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
2300,570837623,2026-03-18,0.0,0.0,0,4,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
2780,570837632,2026-03-18,0.0,0.13,2,6,0.0,Search,10.0,Search_TM_Campaign_06
2801,570837633,2026-03-18,0.0,0.0,0,31,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
1464,570837610,2026-03-18,0.0,0.0,0,7,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
2044,570837619,2026-03-18,0.0,10.06,12,223,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
2622,570837628,2026-03-19,0.0,0.1,2,18,0.0,Search,20.0,Search_NTM_Campaign_01
2431,570837625,2026-03-19,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
1667,570837613,2026-03-19,0.0,0.03,1,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
1537,570837611,2026-03-19,0.0,0.0,0,6,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
1465,570837610,2026-03-19,0.0,0.0,0,6,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
2045,570837619,2026-03-19,0.0,10.34,15,227,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
2802,570837633,2026-03-19,0.0,0.0,0,57,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
1972,570837618,2026-03-19,0.0,0.02,1,7,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
1901,570837617,2026-03-19,0.0,0.0,0,2,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
2232,570837622,2026-03-19,0.0,0.0,0,12,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
1259,570837608,2026-03-19,0.0,0.0,0,3,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
1332,570837609,2026-03-19,0.0,0.0,0,4,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
1118,570837607,2026-03-19,0.0,10.36,16,2920,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
2301,570837623,2026-03-19,0.0,0.0,0,33,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
1668,570837613,2026-03-20,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
2623,570837628,2026-03-20,0.0,0.29,5,27,0.0,Search,20.0,Search_NTM_Campaign_01
2233,570837622,2026-03-20,0.0,0.0,0,4,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
2803,570837633,2026-03-20,0.0,0.05,1,58,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
1902,570837617,2026-03-20,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
1260,570837608,2026-03-20,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
1466,570837610,2026-03-20,0.0,0.0,0,9,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
2432,570837625,2026-03-20,0.0,0.0,0,3,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
2302,570837623,2026-03-20,0.0,0.0,0,12,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
2046,570837619,2026-03-20,0.0,10.31,11,223,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
1973,570837618,2026-03-20,0.0,0.0,0,4,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
1119,570837607,2026-03-20,0.0,10.95,35,3763,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
1333,570837609,2026-03-20,0.0,0.0,0,11,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
2781,570837632,2026-03-20,0.0,0.0,0,1,0.0,Search,10.0,Search_TM_Campaign_06
1538,570837611,2026-03-20,0.0,0.0,0,9,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
1539,570837611,2026-03-21,0.0,0.0,0,7,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_05
1261,570837608,2026-03-21,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_02
1467,570837610,2026-03-21,0.0,0.05,1,6,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_04
2624,570837628,2026-03-21,0.0,0.16,3,26,0.0,Search,20.0,Search_NTM_Campaign_01
2782,570837632,2026-03-21,0.0,0.0,0,1,0.0,Search,10.0,Search_TM_Campaign_06
2303,570837623,2026-03-21,0.0,0.0,0,5,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_17
1903,570837617,2026-03-21,0.0,0.0,0,17,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_11
2047,570837619,2026-03-21,0.0,1.32,2,90,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_13
1334,570837609,2026-03-21,0.0,0.0,0,2,0.0,PerformanceMax,20.0,Pmax_NTM_Campaign_03
2234,570837622,2026-03-21,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_16
1669,570837613,2026-03-21,0.0,0.0,0,1,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_07
1974,570837618,2026-03-21,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_12
2804,570837633,2026-03-21,0.0,0.0,0,45,0.0,Shopping,10.0,Shopping_NTM_Campaign_01
1120,570837607,2026-03-21,0.0,10.33,29,3967,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_01
2433,570837625,2026-03-21,0.0,0.0,0,0,0.0,PerformanceMax,10.0,Pmax_NTM_Campaign_19
